movie_id,genre_id
10112,16
10112,35
10112,10751
10112,12
343611,28
343611,53
343611,18
343611,80
504172,80
504172,18
504172,53
320,53
320,80
320,18
138103,28
138103,12
138103,53
447200,28
447200,53
447200,12
454,18
454,10749
1491,14
1491,18
1491,53
1491,10749
2770,35
2770,10749
332567,27
332567,18
332567,53
1265,12
1265,18
1265,10751
7551,28
7551,53
7551,878
667538,878
667538,12
667538,28
5559,10751
5559,16
5559,12
5559,35
11774,12
11774,35
11774,10751
11360,16
11360,10751
27022,14
27022,12
27022,28
1700,18
1700,53
4944,35
4944,18
4248,35
9880,35
9880,10751
9880,10749
431,53
431,878
431,9648
36586,14
36586,27
36586,28
36586,53
338762,28
338762,878
338762,12
81005,14
81005,28
81005,12
81005,18
201085,27
201085,9648
201085,10749
201085,18
201085,53
253412,12
253412,18
253412,36
9802,28
9802,12
9802,53
615,18
274855,28
274855,878
274855,53
9740,80
9740,18
9740,53
97367,18
97367,80
428078,12
428078,878
575264,28
575264,12
575264,53
298312,27
298312,53
509967,28
509967,35
509967,53
425909,14
425909,35
425909,12
693,35
693,10749
88751,28
88751,878
88751,12
88751,35
88751,10751
346910,878
346910,28
346910,53
10865,16
